id,order_id,customer_id,amount,payment_date,payment_method,status
1632,2055,2916,2788.16,8/5/2024 4:08,paypal,completed
1633,2058,3718,2367.39,12/15/2024 19:14,bank_transfer,completed
1634,2059,2148,2991.04,2/15/2025 17:46,paypal,completed
1635,2060,1845,5071.21,7/29/2024 0:30,credit_card,completed
1636,2061,4291,6359.13,4/17/2025 23:20,bank_transfer,completed
1637,2062,537,2158.48,5/25/2024 3:43,paypal,completed
1638,2063,3165,3019,5/16/2024 10:00,bank_transfer,pending
1639,2064,1559,4807.36,10/24/2024 10:48,paypal,pending
1640,2065,2617,1010.7,8/16/2024 16:11,bank_transfer,completed
1641,2067,3072,2621.32,12/28/2024 1:34,bank_transfer,completed
1642,2068,1166,4339.86,9/7/2024 11:14,bank_transfer,pending
1643,2069,3368,6660.51,12/18/2024 18:25,credit_card,pending
1644,2070,4452,6023.91,11/5/2024 0:34,paypal,completed
1645,2071,2167,1969.56,1/31/2025 21:55,paypal,completed
1646,2072,3242,262,4/30/2025 16:01,paypal,completed
1647,2073,3284,440.73,7/23/2024 4:58,credit_card,completed
1648,2074,4885,2083,10/2/2024 1:06,paypal,completed
1649,2075,4380,1001.28,10/24/2024 16:46,paypal,completed
1650,2076,390,3889.25,1/12/2025 17:55,paypal,completed
1651,2077,2729,5222.34,3/17/2025 14:05,credit_card,completed
1652,2078,2073,7067.83,4/8/2025 18:37,bank_transfer,completed
1653,2079,283,3289.77,4/5/2025 5:37,bank_transfer,pending
1654,2080,1697,443.31,7/22/2024 17:45,credit_card,completed
1655,2081,1378,5531.88,7/23/2024 4:47,paypal,completed
1656,2082,3284,2398.46,11/2/2024 6:48,paypal,completed
1657,2083,2336,2086.62,11/8/2024 23:36,bank_transfer,completed
1658,2084,1843,4665.77,4/19/2025 6:55,credit_card,completed
1659,2085,1645,755.54,10/13/2024 3:40,paypal,completed
1660,2087,2102,2200.59,3/11/2025 18:42,bank_transfer,completed
1661,2088,3398,989.98,2/11/2025 9:38,bank_transfer,completed
1662,2092,4809,6018.15,5/10/2024 18:46,credit_card,completed
1663,2094,3073,4807.27,10/11/2024 23:42,paypal,completed
1664,2095,2877,4089.19,10/12/2024 16:26,paypal,completed
1665,2096,672,1058.15,7/28/2024 23:01,paypal,pending
1666,2099,4068,146.91,9/5/2024 22:53,bank_transfer,completed
1667,2101,1939,6746.3,5/3/2025 16:05,paypal,pending
1668,2102,1545,4090.86,8/4/2024 8:59,credit_card,pending
1669,2103,3594,8344.94,12/24/2024 5:32,paypal,completed
1670,2104,3627,2549.17,7/22/2024 6:58,credit_card,completed
1671,2105,2207,9336.65,3/25/2025 17:16,bank_transfer,completed
1672,2106,3462,211.21,5/28/2024 12:02,paypal,completed
1673,2107,3619,6485.74,11/7/2024 4:34,bank_transfer,pending
1674,2109,432,5744.18,5/2/2025 2:22,bank_transfer,completed
1675,2110,333,4721.14,12/25/2024 5:34,credit_card,pending
1676,2111,4552,7087.71,3/24/2025 9:40,paypal,completed
1677,2113,1071,1534.64,5/1/2025 14:59,credit_card,completed
1678,2114,2031,5028.22,5/3/2025 11:49,credit_card,completed
1679,2115,1268,3379.51,1/27/2025 21:18,bank_transfer,completed
1680,2116,1482,2954.34,4/14/2025 5:17,credit_card,completed
1681,2117,2655,4218.02,3/18/2025 8:55,bank_transfer,pending
1682,2118,3041,6535.92,9/8/2024 3:47,bank_transfer,completed
1683,2119,1416,2647.15,7/11/2024 0:11,paypal,completed
1684,2120,1368,4928.04,9/1/2024 1:48,paypal,completed
1685,2123,1313,5964.66,9/22/2024 0:39,bank_transfer,completed
1686,2124,2161,2049.06,8/7/2024 20:41,credit_card,completed
1687,2125,3298,4892.54,11/26/2024 10:34,credit_card,completed
1688,2126,3557,12291.4,9/11/2024 13:33,credit_card,completed
1689,2127,1746,2522.61,3/9/2025 19:57,credit_card,completed
1690,2128,1173,2956.96,2/14/2025 13:31,paypal,completed
1691,2129,2306,3277.1,5/1/2025 4:09,credit_card,pending
1692,2130,2838,1826.38,12/10/2024 9:04,credit_card,completed
1693,2131,4192,7094.75,12/31/2024 20:36,bank_transfer,completed
1694,2132,3277,1879.95,9/26/2024 22:16,bank_transfer,completed
1695,2133,1425,5210.64,12/10/2024 5:59,credit_card,completed
1696,2136,3144,382,6/3/2024 9:34,paypal,completed
1697,2137,2906,6093.01,7/8/2024 9:49,paypal,completed
1698,2140,2260,32.91,7/5/2024 23:14,paypal,pending
1699,2141,3057,5145.17,2/23/2025 10:13,paypal,pending
1700,2142,1203,887.6,1/3/2025 16:57,paypal,completed
1701,2143,2692,8390.14,10/15/2024 7:03,bank_transfer,completed
1702,2144,9,7609.36,10/7/2024 3:00,paypal,completed
1703,2145,297,5926.38,3/25/2025 4:50,credit_card,completed
1704,2146,1849,909.6,12/21/2024 0:30,credit_card,completed
1705,2147,4909,2514.24,7/8/2024 1:25,bank_transfer,completed
1706,2148,3598,5338.12,10/2/2024 2:58,credit_card,completed
1707,2149,232,6160.53,2/11/2025 4:15,bank_transfer,completed
1708,2150,306,5186.1,10/27/2024 8:28,credit_card,completed
1709,2151,3906,1841.34,8/8/2024 5:55,paypal,completed
1710,2152,3147,1019.36,12/26/2024 12:02,credit_card,completed
1711,2154,106,3172.34,3/24/2025 8:25,bank_transfer,completed
1712,2156,211,2608.09,9/7/2024 4:06,credit_card,pending
1713,2158,4645,5693.48,7/13/2024 13:33,paypal,pending
1714,2160,2371,2894.72,11/20/2024 7:11,credit_card,pending
1715,2161,3374,988.64,6/24/2024 6:53,bank_transfer,completed
1716,2162,1311,3681.54,7/22/2024 16:11,bank_transfer,pending
1717,2163,1352,6537.38,6/27/2024 20:14,paypal,completed
1718,2165,1456,296.2,12/24/2024 8:03,paypal,completed
1719,2166,198,142.76,11/1/2024 11:06,paypal,completed
1720,2167,4198,551.7,5/25/2024 13:28,credit_card,pending
1721,2169,452,2269.03,7/6/2024 5:47,paypal,completed
1722,2170,503,937.62,8/9/2024 12:39,bank_transfer,completed
1723,2172,917,10200,3/28/2025 2:14,credit_card,completed
1724,2173,3485,1381.82,9/24/2024 6:08,bank_transfer,completed
1725,2175,1698,858.35,7/25/2024 3:36,credit_card,pending
1726,2180,2992,11168.5,8/25/2024 4:04,bank_transfer,completed
1727,2181,589,7115.53,12/7/2024 21:49,bank_transfer,completed
1728,2182,2957,6525.14,10/13/2024 18:09,paypal,completed
1729,2183,3265,2558.84,5/29/2024 11:28,bank_transfer,pending
1730,2184,2818,436.28,12/11/2024 1:06,credit_card,pending
1731,2185,254,8551.23,12/6/2024 14:01,credit_card,completed
1732,2186,1069,1488.1,1/25/2025 13:46,paypal,completed
1733,2187,2819,1505.73,12/8/2024 1:40,bank_transfer,completed
1734,2188,2373,3538.02,7/11/2024 22:10,paypal,pending
1735,2189,4554,1807.15,8/19/2024 13:10,paypal,completed
1736,2190,4399,5437.7,8/20/2024 0:08,bank_transfer,completed
1737,2191,1226,6862.99,9/1/2024 14:13,paypal,pending
1738,2192,877,5379.38,5/23/2024 7:40,paypal,pending
1739,2193,2841,2108.21,6/25/2024 9:06,bank_transfer,completed
1740,2195,3371,961.07,10/23/2024 6:01,paypal,completed
1741,2197,4422,4612.13,9/22/2024 9:34,bank_transfer,completed
1742,2198,2057,2291.95,4/14/2025 4:03,paypal,completed
1743,2199,4786,3623.95,6/4/2024 5:53,paypal,completed
1744,2200,2792,4274.6,3/30/2025 21:35,paypal,completed
1745,2201,1920,6445.6,5/11/2024 10:00,paypal,completed
1746,2203,2102,1850.7,4/8/2025 7:24,bank_transfer,pending
1747,2204,2514,6180.9,9/3/2024 19:15,paypal,completed
1748,2205,3812,1482.1,6/3/2024 14:04,bank_transfer,completed
1749,2207,291,710.72,1/24/2025 23:15,paypal,completed
1750,2208,2505,3617.45,3/29/2025 5:38,bank_transfer,completed
1751,2210,792,985.66,10/23/2024 6:36,credit_card,completed
1752,2211,989,2978.25,5/6/2024 18:42,paypal,completed
1753,2216,2608,948.99,9/20/2024 5:55,credit_card,completed
1754,2217,1675,973.09,3/15/2025 13:59,paypal,completed
1755,2218,258,1280.58,11/30/2024 19:28,credit_card,completed
1756,2219,1361,14026.9,2/17/2025 7:38,credit_card,completed
1757,2220,4661,3231.29,3/3/2025 15:32,paypal,pending
1758,2221,3627,14280.7,3/1/2025 5:31,credit_card,completed
1759,2222,2544,8716.32,11/21/2024 3:00,credit_card,completed
1760,2223,4810,6065.77,3/12/2025 6:49,credit_card,pending
1761,2224,3902,3492.67,11/20/2024 20:18,bank_transfer,pending
1762,2225,4877,1066.95,1/8/2025 11:21,paypal,completed
1763,2226,2721,2437.89,7/9/2024 12:03,paypal,completed
1764,2227,4278,3388.24,12/7/2024 8:50,bank_transfer,completed
1765,2228,3693,9016.57,6/26/2024 12:28,paypal,completed
1766,2229,1220,7836.63,1/7/2025 0:17,paypal,completed
1767,2230,187,705.86,7/6/2024 6:24,bank_transfer,completed
1768,2231,2123,1559.86,5/29/2024 16:32,bank_transfer,pending
1769,2232,2074,280.47,1/31/2025 18:03,bank_transfer,pending
1770,2233,4198,2329.85,4/7/2025 10:42,credit_card,completed
1771,2234,523,425.76,5/10/2024 6:05,credit_card,pending
1772,2235,544,3255.39,12/14/2024 2:15,credit_card,completed
1773,2236,4402,3317.48,7/28/2024 13:14,paypal,completed
1774,2237,999,1908.25,9/9/2024 12:08,credit_card,completed
1775,2238,4865,5572.66,1/30/2025 10:28,bank_transfer,completed
1776,2239,3957,3136.27,8/23/2024 11:09,paypal,pending
1777,2240,3075,4164.29,7/8/2024 8:05,bank_transfer,completed
1778,2241,3221,2870.65,12/18/2024 1:51,credit_card,completed
1779,2242,2116,3213.69,11/7/2024 8:15,paypal,pending
1780,2244,1480,1684.4,9/13/2024 14:57,credit_card,completed
1781,2245,4180,6071.46,12/26/2024 20:04,credit_card,pending
1782,2246,2052,2026.21,6/27/2024 8:02,paypal,completed
1783,2247,2500,141,7/15/2024 10:20,credit_card,completed
1784,2248,2207,9428.97,9/16/2024 9:25,bank_transfer,pending
1785,2249,4527,3942.46,5/15/2024 23:22,credit_card,completed
1786,2250,4454,3719.47,11/9/2024 20:00,bank_transfer,completed
1787,2253,1455,8991.16,12/13/2024 1:34,paypal,pending
1788,2254,1999,1324.17,11/6/2024 12:14,credit_card,completed
1789,2256,4093,1034.5,8/22/2024 9:11,bank_transfer,pending
1790,2257,528,8573.37,2/28/2025 14:15,bank_transfer,pending
1791,2258,2453,4057.97,11/28/2024 13:12,credit_card,completed
1792,2259,2069,820.66,10/26/2024 16:46,paypal,completed
1793,2260,2562,9486.75,7/18/2024 21:08,credit_card,pending
1794,2261,1911,772.55,8/22/2024 1:29,paypal,completed
1795,2262,1545,906.44,8/18/2024 20:03,credit_card,pending
1796,2263,1400,1151.63,11/5/2024 21:29,credit_card,completed
1797,2264,3497,302.06,12/23/2024 18:57,bank_transfer,completed
1798,2265,2129,5277.41,7/28/2024 14:11,paypal,pending
1799,2267,4759,1310.66,6/26/2024 0:50,credit_card,completed
1800,2268,2986,795.39,8/17/2024 20:38,credit_card,pending
1801,2269,1209,2083,5/30/2024 16:14,bank_transfer,completed
1802,2270,355,5382.98,4/23/2025 14:03,paypal,pending
1803,2272,4937,7713.17,4/18/2025 13:52,credit_card,completed
1804,2273,574,444.54,6/19/2024 21:46,credit_card,pending
1805,2274,3773,1607.66,1/23/2025 9:45,paypal,completed
1806,2275,2815,6185.21,12/9/2024 21:18,paypal,completed
1807,2276,1058,5499.41,4/24/2025 22:28,bank_transfer,completed
1808,2277,3051,463.53,9/24/2024 15:33,paypal,completed
1809,2278,4852,4825.99,3/28/2025 0:06,paypal,completed
1810,2279,1093,5509.7,1/23/2025 16:43,paypal,completed
1811,2280,4500,6301.15,4/30/2025 10:05,bank_transfer,pending
1812,2281,2899,10146.2,8/27/2024 0:49,bank_transfer,pending
1813,2282,3854,5128.14,12/12/2024 9:30,bank_transfer,completed
1814,2283,1297,1174.36,7/26/2024 14:21,paypal,pending
1815,2284,3083,6154.28,4/26/2025 10:33,paypal,completed
1816,2285,1172,6341.39,9/16/2024 14:19,bank_transfer,completed
1817,2286,2213,3576.37,4/19/2025 12:59,bank_transfer,completed
1818,2288,3798,460.66,5/4/2025 14:47,bank_transfer,completed
1819,2291,2640,9656.48,12/30/2024 6:25,credit_card,completed
1820,2292,4697,1698.2,2/20/2025 23:10,bank_transfer,completed
1821,2293,2417,3010.94,8/7/2024 14:33,paypal,completed
1822,2294,491,2894.48,1/25/2025 18:04,bank_transfer,pending
1823,2295,1534,881.32,7/21/2024 6:37,paypal,pending
1824,2296,3259,1922.32,10/20/2024 4:42,bank_transfer,completed
1825,2297,3005,2317.9,10/30/2024 16:29,credit_card,completed
1826,2298,2277,4285.3,11/15/2024 20:33,paypal,completed
1827,2299,3613,1303.65,11/1/2024 7:00,credit_card,completed
1828,2300,4672,2356.26,11/13/2024 16:33,paypal,pending
1829,2301,2684,354.01,4/29/2025 14:13,bank_transfer,completed
1830,2302,3703,293.1,10/21/2024 18:27,bank_transfer,pending
1831,2303,1164,3102.78,3/7/2025 20:32,paypal,completed
1832,2304,3071,5474.29,5/27/2024 0:20,bank_transfer,completed
1833,2305,230,231.92,12/9/2024 12:09,bank_transfer,completed
1834,2306,1584,2578.15,4/28/2025 6:55,credit_card,pending
1835,2307,4359,281.32,5/18/2024 5:01,bank_transfer,completed
1836,2308,1580,2649.3,11/29/2024 1:24,credit_card,completed
1837,2309,40,5253.76,8/31/2024 1:48,bank_transfer,pending
1838,2310,2197,6803.9,3/10/2025 21:34,bank_transfer,completed
1839,2311,4907,6650.73,8/9/2024 10:48,paypal,completed
1840,2312,4786,7097.02,1/3/2025 6:12,bank_transfer,pending
1841,2313,3936,3413.83,3/1/2025 6:35,credit_card,completed
1842,2314,332,4536.56,3/27/2025 23:34,credit_card,completed
1843,2317,2024,6347.78,4/2/2025 21:30,paypal,completed
1844,2319,3689,3661.56,3/23/2025 6:13,credit_card,pending
1845,2321,4637,6384.94,4/14/2025 3:13,credit_card,completed
1846,2322,2137,2297.38,12/2/2024 3:18,bank_transfer,completed
1847,2323,3443,6999.07,9/9/2024 19:45,credit_card,completed
1848,2324,4509,831.35,3/13/2025 18:29,bank_transfer,completed
1849,2326,1430,299.61,6/14/2024 12:55,paypal,pending
1850,2328,1380,1123.19,11/11/2024 12:44,credit_card,completed
1851,2331,1118,13256.8,1/4/2025 10:00,bank_transfer,completed
1852,2332,3774,5421.56,5/18/2024 4:26,credit_card,completed
1853,2333,145,4339.2,6/2/2024 17:51,bank_transfer,pending
1854,2334,1869,2816.19,2/20/2025 23:34,paypal,completed
1855,2335,3414,1835.84,4/24/2025 12:45,paypal,pending
1856,2338,4898,8706.1,6/11/2024 6:33,bank_transfer,completed
1857,2339,1751,2778.11,5/20/2024 10:02,bank_transfer,completed
1858,2340,2914,2368.5,5/15/2024 15:43,bank_transfer,pending
1859,2341,4112,6225.13,10/19/2024 6:16,paypal,completed
1860,2342,2917,869.33,1/10/2025 6:00,credit_card,completed
1861,2344,2484,4700,7/26/2024 21:25,paypal,completed
1862,2345,3799,7489.74,6/3/2024 15:44,bank_transfer,pending
1863,2346,210,7989.94,5/22/2024 12:40,credit_card,completed
1864,2347,1255,4021.29,10/7/2024 23:40,bank_transfer,completed
1865,2348,1110,3525.45,8/6/2024 16:25,bank_transfer,completed
1866,2349,2188,4315.46,6/25/2024 21:14,paypal,completed
1867,2350,1197,2342.64,5/26/2024 16:15,paypal,completed
1868,2351,4735,4354.45,8/9/2024 9:54,paypal,completed
1869,2352,1325,2501.36,2/6/2025 19:52,paypal,pending
1870,2353,2066,5749.61,1/25/2025 11:48,bank_transfer,completed
1871,2354,282,5730.92,9/1/2024 8:25,paypal,completed
1872,2356,3683,7877.15,8/24/2024 18:49,credit_card,completed
1873,2358,4037,312.48,6/27/2024 6:40,paypal,completed
1874,2359,4877,2425.64,12/31/2024 13:51,credit_card,completed
1875,2360,3098,6156.37,3/8/2025 14:24,bank_transfer,completed
1876,2361,22,1468.14,7/11/2024 0:42,bank_transfer,completed
1877,2362,721,10019.6,7/30/2024 13:53,credit_card,completed
1878,2363,1245,4915.11,4/17/2025 16:00,credit_card,completed
1879,2364,4898,1023.18,11/25/2024 21:52,bank_transfer,completed
1880,2365,3791,6308.03,6/22/2024 16:43,paypal,completed
1881,2367,4607,5444.29,6/7/2024 23:10,credit_card,completed
1882,2369,1508,5828.77,7/26/2024 19:05,bank_transfer,completed
1883,2370,2277,8252.91,9/9/2024 22:26,paypal,completed
1884,2371,2673,3612,12/16/2024 1:41,credit_card,completed
1885,2372,1726,965.34,9/19/2024 2:27,bank_transfer,completed
1886,2373,4952,260.94,1/16/2025 13:18,bank_transfer,completed
1887,2374,4988,3222.43,5/12/2024 15:22,credit_card,completed
1888,2375,3873,6767.48,11/18/2024 3:39,paypal,completed
1889,2376,192,1470.7,10/6/2024 15:05,bank_transfer,completed
1890,2377,1549,1273.54,10/17/2024 3:09,paypal,pending
1891,2378,4270,5267.2,3/23/2025 12:40,credit_card,completed
1892,2380,1043,2883.04,5/23/2024 1:02,paypal,completed
1893,2381,1811,2367.48,5/31/2024 17:14,credit_card,completed
1894,2383,763,5550.64,10/27/2024 2:17,bank_transfer,completed
1895,2384,3424,3698.22,9/5/2024 11:16,bank_transfer,completed
1896,2385,350,469.7,7/25/2024 14:34,credit_card,completed
1897,2386,3905,4531.88,2/2/2025 1:05,bank_transfer,completed
1898,2387,1202,9565.17,1/14/2025 14:27,paypal,completed
1899,2390,4579,1258.58,1/31/2025 5:19,paypal,completed
1900,2391,2965,208.12,7/25/2024 8:51,credit_card,completed
1901,2392,3725,10687.8,7/18/2024 8:36,bank_transfer,completed
1902,2393,974,1345.98,7/13/2024 8:06,credit_card,completed
1903,2395,1989,6209.39,1/23/2025 13:34,bank_transfer,pending
1904,2396,3278,1620.45,5/9/2024 14:53,bank_transfer,completed
1905,2397,686,5272.62,4/27/2025 0:42,credit_card,completed
1906,2399,2112,4948.48,9/8/2024 6:37,paypal,completed
1907,2400,4343,352.22,1/4/2025 18:20,bank_transfer,pending
1908,2401,4122,2919.69,9/6/2024 4:27,bank_transfer,completed
1909,2402,284,4771.94,4/18/2025 3:50,paypal,pending
1910,2403,2852,3527.74,3/27/2025 7:09,paypal,completed
1911,2405,2910,4635.01,8/30/2024 15:37,paypal,pending
1912,2407,3938,2743.88,7/8/2024 6:04,credit_card,completed
1913,2408,1675,1498.97,2/7/2025 22:36,paypal,pending
1914,2409,2941,5079.84,2/7/2025 9:45,credit_card,completed
1915,2410,889,2672.36,5/1/2025 18:31,bank_transfer,completed
1916,2411,4388,3320.58,2/21/2025 22:58,bank_transfer,pending
1917,2412,4062,4515.22,12/10/2024 12:02,credit_card,completed
1918,2413,763,4960.22,6/19/2024 0:29,bank_transfer,completed
1919,2414,703,2976.68,3/22/2025 18:54,paypal,completed
1920,2415,3164,6589.76,9/21/2024 2:56,paypal,completed
1921,2418,4352,5674.09,7/24/2024 23:12,credit_card,pending
1922,2419,859,7041.12,3/10/2025 1:19,credit_card,completed
1923,2420,742,2643.08,5/21/2024 7:49,paypal,completed
1924,2421,3329,3214.1,7/4/2024 15:39,paypal,completed
1925,2424,934,2168.39,8/2/2024 2:30,paypal,completed
1926,2425,2740,5382.54,7/21/2024 4:47,credit_card,pending
1927,2426,1149,6405.01,5/30/2024 3:11,paypal,completed
1928,2427,1560,7845.27,9/8/2024 19:10,credit_card,completed
1929,2429,2122,1455.01,11/16/2024 8:26,credit_card,completed
1930,2430,2685,7236.5,4/4/2025 14:46,credit_card,completed
1931,2431,16,1202.03,2/14/2025 13:04,bank_transfer,completed
1932,2432,530,5739.06,12/19/2024 1:09,paypal,pending
1933,2433,2447,219.75,5/2/2025 15:11,credit_card,completed
1934,2436,236,6276.73,8/14/2024 18:55,paypal,completed
1935,2437,1269,2719.02,8/10/2024 8:55,paypal,completed
1936,2438,3111,5577.26,9/22/2024 5:59,bank_transfer,completed
1937,2439,1722,5042.13,12/15/2024 15:52,bank_transfer,completed
1938,2440,1274,3149.83,5/8/2024 20:03,bank_transfer,pending
1939,2441,4863,519.87,4/2/2025 7:41,credit_card,completed
1940,2442,1242,5967.87,11/30/2024 10:39,bank_transfer,completed
1941,2443,574,3593.26,3/22/2025 10:07,credit_card,completed
1942,2444,3628,7574.86,7/9/2024 16:26,bank_transfer,completed
1943,2445,2714,5848.92,5/24/2024 4:32,credit_card,pending
1944,2446,2127,2654.76,1/28/2025 8:31,credit_card,pending
1945,2447,690,6554.58,12/25/2024 19:08,paypal,completed
1946,2448,921,3538.14,10/8/2024 4:58,credit_card,completed
1947,2449,4020,6557.56,10/27/2024 12:26,paypal,completed
1948,2450,1359,1518.5,5/6/2024 4:16,bank_transfer,completed
1949,2451,3672,6082.26,12/7/2024 11:33,credit_card,completed
1950,2452,3655,5349.54,7/7/2024 18:00,bank_transfer,pending
1951,2453,3293,1342.22,7/18/2024 10:41,paypal,pending
1952,2454,4819,4200.71,9/25/2024 2:51,bank_transfer,completed
1953,2455,422,1029.3,1/18/2025 11:23,credit_card,completed
1954,2456,2183,8441.12,1/11/2025 5:32,bank_transfer,completed
1955,2457,1687,1648.08,2/15/2025 10:09,paypal,completed
1956,2458,3508,10278.6,10/9/2024 2:44,paypal,pending
1957,2459,4428,3956.68,10/22/2024 23:11,bank_transfer,completed
1958,2460,209,2734.45,4/25/2025 16:00,credit_card,completed
1959,2462,2261,1110.28,6/7/2024 7:34,paypal,completed
1960,2464,3404,39.97,8/10/2024 13:26,bank_transfer,completed
1961,2465,2738,2523.38,6/19/2024 2:18,paypal,completed
1962,2466,1211,1311.12,8/19/2024 16:05,paypal,completed
1963,2467,877,4734.44,9/20/2024 5:03,credit_card,completed
1964,2468,2290,2961.4,10/9/2024 23:05,bank_transfer,completed
1965,2469,3966,5464.7,5/20/2024 21:11,paypal,completed
1966,2471,3167,2911.17,9/12/2024 23:25,paypal,completed
1967,2472,1956,2017.31,5/19/2024 10:21,paypal,completed
1968,2473,4534,563.55,1/23/2025 10:01,bank_transfer,completed
1969,2474,3224,12449.6,6/3/2024 19:22,credit_card,completed
1970,2475,1978,2917.6,10/5/2024 15:25,credit_card,completed
1971,2476,2230,3925.4,6/27/2024 4:15,paypal,pending
1972,2478,3282,5068.17,10/10/2024 14:25,paypal,completed
1973,2479,2322,838.86,7/18/2024 17:31,paypal,completed
1974,2480,496,5056.47,7/31/2024 22:57,credit_card,pending
1975,2482,2800,3616.45,6/15/2024 11:14,paypal,completed
1976,2483,390,4526.19,8/27/2024 9:25,paypal,completed
1977,2484,4525,3351.24,10/18/2024 21:28,bank_transfer,completed
1978,2485,522,8932.47,6/14/2024 2:23,bank_transfer,pending
1979,2486,3985,2528.98,8/17/2024 21:04,credit_card,completed
1980,2487,1678,2158.25,5/25/2024 19:58,credit_card,completed
1981,2488,1240,1473.52,10/9/2024 12:02,credit_card,pending
1982,2489,98,8918.48,5/21/2024 22:51,credit_card,completed
1983,2490,3812,6499.27,6/9/2024 17:38,bank_transfer,pending
1984,2491,2033,4533.09,10/29/2024 19:47,paypal,completed
1985,2493,4863,5351.84,5/23/2024 8:00,paypal,completed
1986,2494,928,2621.72,4/28/2025 15:54,credit_card,pending
1987,2495,1434,2711.56,10/28/2024 23:34,bank_transfer,completed
1988,2496,3223,6159.89,7/30/2024 16:07,credit_card,completed
1989,2497,3187,5519.31,4/28/2025 6:45,bank_transfer,completed
1990,2498,996,6458.5,3/14/2025 20:50,bank_transfer,pending
1991,2500,4223,8384.05,9/11/2024 11:00,credit_card,completed
1992,2501,2276,2968,7/27/2024 6:52,bank_transfer,completed
1993,2504,3273,6721.96,12/28/2024 3:14,bank_transfer,completed
1994,2505,243,3779.06,3/14/2025 1:06,credit_card,completed
1995,2507,3935,4581.72,8/11/2024 20:54,credit_card,completed
1996,2508,3613,1631.83,3/26/2025 4:58,bank_transfer,pending
1997,2509,4417,3245.46,5/26/2024 19:57,credit_card,completed
1998,2510,1407,678.68,6/2/2024 11:04,credit_card,completed
1999,2511,2766,1609.8,4/4/2025 10:10,paypal,completed
2000,2512,3128,776.7,4/5/2025 14:17,credit_card,completed
2001,2513,479,6095.95,8/16/2024 17:43,bank_transfer,pending
2002,2514,2344,1943.09,12/26/2024 8:45,paypal,completed
2003,2515,4761,3812.77,1/1/2025 9:38,bank_transfer,completed
2004,2516,2558,5408.78,8/20/2024 22:05,paypal,pending
2005,2517,1812,587.88,5/2/2025 16:10,bank_transfer,completed
2006,2518,3920,3247.33,3/25/2025 7:55,paypal,pending
2007,2519,3545,2862.34,7/7/2024 21:38,credit_card,pending
2008,2520,2312,2553.14,3/7/2025 15:11,credit_card,completed
2009,2521,2221,839.36,2/6/2025 10:21,paypal,pending
2010,2522,3330,2144.9,7/6/2024 22:59,credit_card,completed
2011,2523,4310,6173.78,5/16/2024 2:22,paypal,completed
2012,2524,4332,3927.81,7/30/2024 22:59,bank_transfer,completed
2013,2525,4622,1316.1,1/14/2025 15:41,paypal,completed
2014,2526,4839,9160.08,1/21/2025 13:31,credit_card,completed
2015,2527,1480,2662.8,10/18/2024 15:33,paypal,completed
2016,2529,3856,265.13,6/24/2024 19:26,paypal,completed
2017,2530,2754,9330.69,11/19/2024 0:53,credit_card,pending
2018,2531,4120,3581.89,8/13/2024 1:20,paypal,completed
2019,2532,4753,3922.25,9/9/2024 7:26,bank_transfer,completed
2020,2535,2494,3019,11/14/2024 21:06,credit_card,completed
2021,2536,2275,3419.2,8/26/2024 23:01,credit_card,completed
2022,2537,4910,5082.4,7/24/2024 9:17,bank_transfer,completed
2023,2538,636,4584.16,6/13/2024 3:22,bank_transfer,completed
2024,2539,2400,6353.36,12/15/2024 12:46,credit_card,pending
2025,2540,578,14593,9/30/2024 9:21,paypal,completed
2026,2541,159,3549.19,2/14/2025 1:07,paypal,completed
2027,2542,366,183.05,8/12/2024 19:44,bank_transfer,completed
2028,2543,537,2901.92,8/29/2024 12:11,paypal,completed
2029,2545,4424,3996.48,7/24/2024 5:09,bank_transfer,completed
2030,2546,3430,4167.08,1/19/2025 15:20,paypal,pending
2031,2547,1386,9007.67,10/2/2024 6:22,credit_card,completed
2032,2548,1862,3003.08,5/19/2024 14:43,bank_transfer,completed
2033,2549,1502,1194.6,6/6/2024 12:08,credit_card,pending
2034,2550,4780,8369.72,3/18/2025 8:42,paypal,completed
2035,2552,4055,6584.09,7/2/2024 1:32,paypal,completed
2036,2553,3769,5951.44,7/22/2024 10:57,bank_transfer,completed
2037,2554,268,7439.22,3/30/2025 5:14,credit_card,completed
2038,2555,667,6801.66,1/24/2025 3:19,paypal,completed
2039,2556,1574,4075.55,12/27/2024 5:13,credit_card,completed
2040,2557,4691,3161.64,5/30/2024 4:44,credit_card,completed
2041,2559,3177,7627.6,9/3/2024 7:39,bank_transfer,completed
2042,2560,1284,938.16,6/12/2024 15:20,bank_transfer,completed
2043,2561,3197,976.14,10/6/2024 7:56,bank_transfer,completed
2044,2564,1005,793,10/20/2024 12:47,bank_transfer,completed
2045,2565,3951,5210.44,1/25/2025 4:37,bank_transfer,completed
2046,2566,2183,5380.99,4/4/2025 11:39,paypal,completed
2047,2568,2346,2398.18,3/21/2025 14:32,bank_transfer,pending
2048,2569,632,1760.62,11/15/2024 3:42,paypal,completed
2049,2571,1735,3756.16,5/4/2025 6:47,bank_transfer,completed
2050,2572,2254,5488.6,9/2/2024 16:55,paypal,completed
2051,2573,4550,2589.64,1/14/2025 9:25,bank_transfer,completed
2052,2574,990,5389.7,4/19/2025 9:14,paypal,completed
2053,2578,483,1748.56,3/26/2025 4:26,paypal,completed
2054,2579,592,6979.78,10/24/2024 10:33,bank_transfer,completed
2055,2580,461,1348.63,8/22/2024 2:01,credit_card,completed
