id,order_id,shipping_date,tracking_number,carrier,status
877,2146,12/21/2024 23:53,TRK-00649936-pjZE,USPS,in_transit
878,2147,7/11/2024 0:44,TRK-06493706-ySEG,USPS,delivered
879,2148,10/5/2024 2:38,TRK-72413062-CBYp,USPS,delivered
880,2149,2/14/2025 4:10,TRK-81160167-yAuO,FedEx,in_transit
881,2152,12/28/2024 11:17,TRK-66662470-tHia,DHL,in_transit
882,2161,6/26/2024 6:04,TRK-90487403-KnMr,FedEx,delivered
883,2163,6/28/2024 19:54,TRK-36029919-zPJR,UPS,delivered
884,2165,12/26/2024 7:38,TRK-63407262-mZFf,USPS,in_transit
885,2166,11/2/2024 10:56,TRK-25649050-IWgh,FedEx,delivered
886,2169,7/7/2024 5:27,TRK-03041409-yqQm,UPS,delivered
887,2170,8/12/2024 11:48,TRK-56699874-mhPD,USPS,delivered
888,2172,3/31/2025 1:40,TRK-30845451-WsEm,FedEx,delivered
889,2181,12/9/2024 21:13,TRK-48242822-bLeN,FedEx,delivered
890,2182,10/16/2024 17:30,TRK-71775840-UeKM,FedEx,in_transit
891,2186,1/27/2025 12:54,TRK-65322239-IjJO,USPS,delivered
892,2187,12/10/2024 1:19,TRK-66108416-vnsr,UPS,in_transit
893,2189,8/20/2024 12:21,TRK-90703581-cvfQ,USPS,in_transit
894,2190,8/20/2024 23:55,TRK-70820722-HIPv,USPS,in_transit
895,2195,10/25/2024 5:57,TRK-72724603-gkWA,USPS,delivered
896,2197,9/25/2024 8:39,TRK-33896377-PZGK,FedEx,in_transit
897,2198,4/17/2025 3:52,TRK-20889713-Jbpz,FedEx,delivered
898,2199,6/5/2024 5:03,TRK-36011770-faiz,DHL,in_transit
899,2200,3/31/2025 21:21,TRK-53748592-JVVs,DHL,delivered
900,2201,5/13/2024 9:50,TRK-03346021-RNpv,DHL,delivered
901,2204,9/6/2024 18:31,TRK-53223962-XZAA,FedEx,in_transit
902,2205,6/6/2024 13:47,TRK-84019206-BCzS,USPS,in_transit
903,2208,3/31/2025 4:39,TRK-23876233-sTHK,DHL,delivered
904,2210,10/24/2024 6:01,TRK-37019770-wNtv,USPS,delivered
905,2211,5/9/2024 18:09,TRK-15133492-CYkB,UPS,delivered
906,2217,3/17/2025 13:14,TRK-52528174-eXis,USPS,in_transit
907,2219,2/20/2025 7:00,TRK-23397885-npkb,DHL,delivered
908,2221,3/3/2025 5:26,TRK-63779541-NJbT,USPS,in_transit
909,2222,11/22/2024 2:09,TRK-16405626-tApU,UPS,in_transit
910,2227,12/10/2024 8:23,TRK-53521511-wsIQ,USPS,delivered
911,2228,6/29/2024 12:13,TRK-42434785-ArCH,UPS,in_transit
912,2233,4/8/2025 10:19,TRK-52085029-dRNO,DHL,delivered
913,2235,12/15/2024 1:39,TRK-06464276-vmgP,UPS,delivered
914,2238,1/31/2025 9:46,TRK-13348041-JeFv,UPS,delivered
915,2241,12/20/2024 1:38,TRK-14177991-nZMz,DHL,in_transit
916,2246,6/30/2024 7:17,TRK-30417394-rRdU,USPS,delivered
917,2247,7/16/2024 9:48,TRK-51768148-CQWd,FedEx,in_transit
918,2250,11/10/2024 19:06,TRK-05949061-FLeZ,DHL,delivered
919,2254,11/9/2024 11:28,TRK-18458355-rNXp,FedEx,in_transit
920,2259,10/29/2024 16:06,TRK-51550190-Mobh,FedEx,in_transit
921,2261,8/25/2024 0:31,TRK-24205595-ColD,DHL,delivered
922,2264,12/26/2024 18:05,TRK-32672298-qXYE,USPS,in_transit
923,2269,5/31/2024 16:06,TRK-58387503-MbsG,DHL,in_transit
924,2272,4/19/2025 13:36,TRK-54876220-CRbw,DHL,delivered
925,2276,4/27/2025 22:02,TRK-70781781-JlXv,UPS,in_transit
926,2278,3/29/2025 0:03,TRK-61654404-vzxR,USPS,delivered
927,2279,1/26/2025 15:57,TRK-62879593-IajY,USPS,delivered
928,2284,4/29/2025 10:09,TRK-54436003-aLQB,DHL,in_transit
929,2288,5/6/2025 14:37,TRK-01768943-RPwn,UPS,in_transit
930,2291,1/2/2025 6:13,TRK-23269318-aKmX,FedEx,delivered
931,2292,2/23/2025 22:11,TRK-34749781-WVJR,DHL,in_transit
932,2293,8/10/2024 14:03,TRK-35786855-JzSi,USPS,in_transit
933,2298,11/18/2024 20:32,TRK-02311382-qEao,UPS,delivered
934,2299,11/4/2024 6:28,TRK-49702089-DEdd,DHL,delivered
935,2301,5/2/2025 13:25,TRK-27713620-NKuM,UPS,in_transit
936,2303,3/8/2025 19:59,TRK-49048956-XHqs,USPS,in_transit
937,2304,5/27/2024 23:30,TRK-11768195-PyNH,FedEx,delivered
938,2305,12/12/2024 11:12,TRK-38406143-sxzi,UPS,delivered
939,2307,5/19/2024 4:10,TRK-96471200-wJwp,DHL,delivered
940,2308,12/2/2024 1:19,TRK-92013194-uMFY,FedEx,in_transit
941,2310,3/13/2025 21:32,TRK-41967001-EFex,FedEx,delivered
942,2311,8/11/2024 10:39,TRK-46448043-xcaA,FedEx,in_transit
943,2313,3/3/2025 6:16,TRK-17257871-INCJ,USPS,delivered
944,2321,4/17/2025 2:42,TRK-35226901-bQmu,FedEx,delivered
945,2323,9/11/2024 19:33,TRK-19404060-vgAd,UPS,in_transit
946,2324,3/16/2025 18:11,TRK-37724093-RUvS,USPS,delivered
947,2328,11/12/2024 12:28,TRK-16414453-ymMl,FedEx,delivered
948,2331,1/7/2025 9:57,TRK-36683785-VHLd,UPS,delivered
949,2332,5/20/2024 3:46,TRK-32555965-mXjS,UPS,in_transit
950,2334,2/21/2025 23:03,TRK-10732830-AXxY,DHL,delivered
951,2338,6/14/2024 6:27,TRK-09895167-VecX,FedEx,in_transit
952,2339,5/23/2024 9:10,TRK-98222374-SHHu,DHL,in_transit
953,2342,1/11/2025 5:08,TRK-29192780-lbhb,FedEx,in_transit
954,2344,7/29/2024 20:45,TRK-13190213-vMKY,FedEx,in_transit
955,2346,5/24/2024 12:09,TRK-54230530-NCnn,UPS,delivered
956,2349,6/27/2024 20:40,TRK-46368678-EMWb,USPS,in_transit
957,2350,5/27/2024 15:27,TRK-89864373-RSPo,USPS,delivered
958,2354,9/4/2024 8:15,TRK-43651677-Khki,USPS,delivered
959,2356,8/26/2024 18:22,TRK-55328050-Iuou,USPS,delivered
960,2359,1/3/2025 12:56,TRK-02081598-LSJc,USPS,delivered
961,2364,11/28/2024 21:04,TRK-81005930-QrWn,USPS,delivered
962,2365,6/23/2024 15:55,TRK-85744966-BlCW,UPS,delivered
963,2367,6/8/2024 23:07,TRK-39789933-eemn,UPS,delivered
964,2371,12/17/2024 1:25,TRK-53078539-aWhY,DHL,in_transit
965,2372,9/20/2024 1:56,TRK-72452860-wcjX,FedEx,delivered
966,2375,11/19/2024 3:31,TRK-69161648-LsKu,UPS,delivered
967,2376,10/8/2024 14:10,TRK-75260433-MNpN,DHL,delivered
968,2378,3/26/2025 12:09,TRK-81445808-fyZk,FedEx,delivered
969,2380,5/26/2024 0:10,TRK-62988520-vlzU,UPS,in_transit
970,2381,6/3/2024 16:31,TRK-93991302-eWgn,FedEx,in_transit
971,2383,10/29/2024 2:16,TRK-06331401-Uiaf,DHL,in_transit
972,2385,7/27/2024 14:27,TRK-43415634-VfuS,USPS,delivered
973,2386,2/4/2025 0:22,TRK-82594774-eSHC,FedEx,in_transit
974,2387,1/17/2025 14:00,TRK-12678601-GBDm,USPS,in_transit
975,2390,2/3/2025 4:31,TRK-64139229-ptpp,USPS,delivered
976,2391,7/26/2024 8:50,TRK-63238773-PTuB,UPS,in_transit
977,2397,4/29/2025 0:17,TRK-93510888-QZDd,UPS,delivered
978,2403,3/28/2025 6:38,TRK-55409016-XQHj,DHL,delivered
979,2409,2/10/2025 9:38,TRK-13814189-liIN,UPS,delivered
980,2410,5/4/2025 18:20,TRK-83607334-kzAd,FedEx,in_transit
981,2412,12/13/2024 11:32,TRK-43144436-XwnM,FedEx,delivered
982,2414,3/23/2025 17:58,TRK-15616577-KitW,DHL,delivered
983,2415,9/23/2024 2:44,TRK-25675633-kfSF,USPS,delivered
984,2419,3/11/2025 0:48,TRK-41703211-Xxmd,DHL,delivered
985,2420,5/22/2024 7:38,TRK-10907126-TWUw,UPS,in_transit
986,2424,8/4/2024 2:20,TRK-34476159-AHcx,USPS,delivered
987,2426,5/31/2024 2:38,TRK-90230588-oMbV,USPS,delivered
988,2427,9/9/2024 18:15,TRK-07744499-gsWo,UPS,in_transit
989,2429,11/18/2024 8:09,TRK-64627802-NKbs,UPS,delivered
990,2430,4/5/2025 14:23,TRK-90632097-hfLP,USPS,delivered
991,2433,5/5/2025 14:20,TRK-14320585-BebA,DHL,delivered
992,2437,8/11/2024 8:21,TRK-45521267-zkJd,DHL,in_transit
993,2442,12/3/2024 10:26,TRK-02526970-lKrE,USPS,delivered
994,2443,3/24/2025 9:37,TRK-38012716-yfHX,FedEx,in_transit
995,2447,12/28/2024 18:58,TRK-38413281-hJug,FedEx,in_transit
996,2450,5/8/2024 3:39,TRK-20317407-zQTN,UPS,in_transit
997,2454,9/27/2024 2:15,TRK-25384643-RXEt,USPS,in_transit
998,2455,1/21/2025 11:04,TRK-78431411-NPtr,USPS,in_transit
999,2456,1/12/2025 4:54,TRK-50752501-NGLd,DHL,in_transit
1000,2457,2/18/2025 9:44,TRK-76289417-ZWmf,UPS,delivered
1001,2459,10/23/2024 22:32,TRK-03370757-olPb,DHL,in_transit
1002,2460,4/28/2025 15:30,TRK-88922989-pemG,USPS,in_transit
1003,2462,6/8/2024 7:25,TRK-75016514-Lzlx,USPS,delivered
1004,2464,8/11/2024 12:43,TRK-52860284-unya,FedEx,delivered
1005,2466,8/20/2024 15:32,TRK-62867465-mcwP,FedEx,delivered
1006,2467,9/21/2024 4:14,TRK-92896888-lTRD,FedEx,delivered
1007,2468,10/12/2024 22:31,TRK-88320738-QnOG,FedEx,in_transit
1008,2469,5/22/2024 20:28,TRK-77601885-jKED,UPS,in_transit
1009,2472,5/22/2024 9:46,TRK-55079795-DysL,DHL,delivered
1010,2478,10/13/2024 14:17,TRK-31941957-WYQV,USPS,in_transit
1011,2482,6/17/2024 10:24,TRK-20778613-wXWd,UPS,in_transit
1012,2483,8/28/2024 8:36,TRK-95796362-ycRJ,FedEx,delivered
1013,2486,8/18/2024 20:51,TRK-96235846-FrOL,DHL,delivered
1014,2489,5/23/2024 22:16,TRK-12117168-PWIt,FedEx,in_transit
1015,2491,10/30/2024 18:54,TRK-87004038-qYGD,USPS,delivered
1016,2495,10/30/2024 22:53,TRK-97445895-uqdv,DHL,delivered
1017,2496,8/2/2024 16:00,TRK-03782023-yBxn,DHL,in_transit
1018,2497,4/30/2025 6:07,TRK-02165916-SBZI,UPS,delivered
1019,2500,9/13/2024 10:32,TRK-18176979-LIHX,UPS,in_transit
1020,2501,7/28/2024 6:38,TRK-20260597-DMrU,UPS,delivered
1021,2504,12/31/2024 2:51,TRK-41316341-Qmxj,DHL,delivered
1022,2505,3/17/2025 0:50,TRK-49776909-DCsc,USPS,delivered
1023,2507,8/13/2024 20:16,TRK-02733922-FjLI,USPS,delivered
1024,2509,5/27/2024 19:06,TRK-68901504-ZMIp,DHL,delivered
1025,2512,4/6/2025 13:26,TRK-50269846-sgbf,UPS,delivered
1026,2514,12/28/2024 8:10,TRK-00483303-OMfc,FedEx,delivered
1027,2515,1/2/2025 9:01,TRK-10943097-WCcL,USPS,delivered
1028,2517,5/4/2025 15:58,TRK-85170980-Iojc,DHL,delivered
1029,2520,3/9/2025 15:05,TRK-34311180-aJlc,FedEx,delivered
1030,2522,7/7/2024 22:17,TRK-79246968-nTzA,USPS,in_transit
1031,2526,1/23/2025 13:02,TRK-72803061-CNTO,USPS,in_transit
1032,2529,6/27/2024 18:42,TRK-83919000-pqGp,UPS,in_transit
1033,2531,8/14/2024 0:27,TRK-43943545-rUMd,DHL,delivered
1034,2532,9/10/2024 7:20,TRK-75204129-vqRP,USPS,in_transit
1035,2538,6/16/2024 2:23,TRK-83110341-mJLb,UPS,in_transit
1036,2540,10/3/2024 8:47,TRK-59800189-eTSS,UPS,delivered
1037,2541,2/16/2025 0:29,TRK-03661615-cOgZ,DHL,in_transit
1038,2542,8/15/2024 18:55,TRK-78922171-UoJR,USPS,delivered
1039,2543,8/31/2024 11:50,TRK-05560381-JPas,DHL,in_transit
1040,2545,7/26/2024 4:21,TRK-40270172-tpOp,FedEx,delivered
1041,2547,10/4/2024 6:11,TRK-65642050-uzWI,FedEx,in_transit
1042,2548,5/21/2024 14:38,TRK-43309994-uohr,FedEx,delivered
1043,2550,3/19/2025 7:58,TRK-65573376-KfeV,UPS,in_transit
1044,2552,7/5/2024 0:48,TRK-76717898-YqZI,UPS,in_transit
1045,2556,12/28/2024 5:01,TRK-93754795-zcbm,UPS,in_transit
1046,2557,5/31/2024 4:05,TRK-72392300-eosG,DHL,delivered
1047,2559,9/6/2024 7:11,TRK-51612677-kNBY,UPS,in_transit
1048,2560,6/15/2024 14:41,TRK-66685684-tAxR,DHL,in_transit
1049,2561,10/8/2024 7:20,TRK-94816640-AvsK,USPS,delivered
1050,2566,4/6/2025 11:03,TRK-69506289-UqJj,UPS,in_transit
1051,2569,11/17/2024 3:11,TRK-69883748-CTXl,DHL,delivered
1052,2571,5/5/2025 6:06,TRK-13954158-lFrV,USPS,in_transit
1053,2572,9/3/2024 16:49,TRK-14107889-cTXd,UPS,delivered
1054,2573,1/17/2025 9:02,TRK-63676900-hhPI,UPS,in_transit
1055,2574,4/22/2025 9:12,TRK-38536598-Dwsj,USPS,delivered
1056,2578,3/28/2025 4:23,TRK-15746917-jgQT,UPS,in_transit
1057,2579,10/25/2024 10:32,TRK-74794817-RLdR,DHL,in_transit
1058,2580,8/23/2024 1:36,TRK-22994419-MgDw,UPS,delivered
1059,2581,10/14/2024 2:38,TRK-18137348-DwYy,FedEx,in_transit
1060,2582,7/27/2024 6:35,TRK-30625067-GmIl,DHL,delivered
1061,2583,6/22/2024 5:37,TRK-01459903-KGut,USPS,delivered
1062,2584,3/8/2025 10:21,TRK-35475446-tBUm,UPS,in_transit
1063,2590,11/27/2024 20:17,TRK-66170579-sISB,USPS,delivered
1064,2595,10/28/2024 14:44,TRK-53835002-POED,FedEx,delivered
1065,2596,5/4/2025 21:46,TRK-12471770-qUiz,USPS,in_transit
1066,2597,11/27/2024 15:13,TRK-75738732-keBK,USPS,delivered
1067,2602,8/11/2024 13:41,TRK-08860443-jbvt,DHL,delivered
1068,2603,3/14/2025 11:27,TRK-06163769-lgWQ,DHL,in_transit
1069,2604,7/26/2024 18:16,TRK-55210420-xvCB,UPS,in_transit
1070,2607,8/18/2024 16:51,TRK-17393710-NqRT,FedEx,delivered
1071,2608,7/10/2024 12:28,TRK-96117698-NjhX,FedEx,in_transit
1072,2609,9/22/2024 7:37,TRK-56073131-YHRp,DHL,delivered
1073,2610,8/13/2024 17:13,TRK-41391892-gWtb,DHL,in_transit
1074,2614,7/30/2024 18:44,TRK-52978164-xbLz,UPS,in_transit
1075,2620,1/11/2025 21:10,TRK-12047541-bGzF,USPS,delivered
1076,2621,4/27/2025 19:23,TRK-25147526-bNJe,UPS,in_transit
1077,2624,7/19/2024 8:42,TRK-06659360-CRCN,UPS,delivered
1078,2628,12/27/2024 7:56,TRK-13733358-EzUK,DHL,delivered
1079,2630,12/8/2024 8:58,TRK-80074639-rioq,DHL,in_transit
1080,2631,1/13/2025 7:44,TRK-34879813-oGCe,FedEx,delivered
1081,2632,9/14/2024 12:56,TRK-34757381-enhV,DHL,delivered
1082,2633,4/16/2025 16:13,TRK-57672560-jihl,DHL,delivered
1083,2635,3/6/2025 12:59,TRK-53895514-agch,DHL,delivered
1084,2636,6/26/2024 1:02,TRK-48770240-dkWl,DHL,in_transit
1085,2639,3/26/2025 4:50,TRK-49477840-nZtX,FedEx,in_transit
1086,2649,12/29/2024 12:19,TRK-66518382-qxdN,USPS,delivered
1087,2650,6/28/2024 10:37,TRK-11131791-cbnw,DHL,delivered
1088,2651,7/24/2024 9:10,TRK-57553303-vrtF,UPS,delivered
1089,2653,7/6/2024 10:04,TRK-34055700-xReH,DHL,delivered
1090,2656,1/10/2025 23:35,TRK-69269934-UQbj,USPS,delivered
1091,2659,4/8/2025 7:17,TRK-48280594-WnCS,UPS,in_transit
1092,2660,7/15/2024 7:58,TRK-88815668-rFQd,FedEx,delivered
1093,2661,9/12/2024 23:27,TRK-04752569-yDwF,DHL,delivered
1094,2663,7/11/2024 23:58,TRK-05392785-WEbI,USPS,in_transit
1095,2664,6/29/2024 10:02,TRK-99208119-fQdF,DHL,delivered
1096,2665,6/29/2024 2:43,TRK-88756610-FaaC,DHL,delivered
1097,2667,7/26/2024 3:25,TRK-85535961-HZqQ,DHL,in_transit
1098,2668,4/10/2025 1:22,TRK-53327267-LBcD,FedEx,in_transit
1099,2670,4/28/2025 20:01,TRK-73293876-NHIM,UPS,in_transit
1100,2672,4/5/2025 14:53,TRK-07049441-eXrO,DHL,in_transit
1101,2676,12/17/2024 16:41,TRK-20858640-TKmq,DHL,delivered
1102,2677,6/6/2024 10:04,TRK-82951054-Qkgu,USPS,in_transit
1103,2678,7/30/2024 10:55,TRK-48951558-vbcy,FedEx,in_transit
1104,2680,8/24/2024 7:22,TRK-92925644-EqEe,UPS,in_transit
1105,2685,6/30/2024 5:57,TRK-76759712-fuJE,FedEx,in_transit
1106,2689,5/29/2024 14:46,TRK-06102358-YUYG,UPS,delivered
1107,2691,7/9/2024 18:26,TRK-72942090-ZgXF,FedEx,delivered
1108,2692,10/24/2024 20:46,TRK-30787576-xQua,FedEx,in_transit
1109,2693,7/16/2024 5:24,TRK-82484855-JFyj,UPS,delivered
1110,2696,7/28/2024 18:46,TRK-41401466-VUdT,FedEx,delivered
1111,2698,12/28/2024 20:21,TRK-04063984-YWeL,FedEx,delivered
1112,2699,3/18/2025 8:07,TRK-23017251-unOt,USPS,in_transit
1113,2701,5/25/2024 17:35,TRK-04314016-PWai,FedEx,delivered
1114,2705,2/14/2025 11:35,TRK-21835415-ZcpD,UPS,delivered
1115,2709,5/23/2024 3:14,TRK-47393542-QwKg,DHL,delivered
1116,2710,10/21/2024 20:02,TRK-46508269-Aidq,DHL,delivered
1117,2711,5/11/2024 5:45,TRK-84568102-oPdR,DHL,delivered
1118,2712,8/29/2024 13:04,TRK-14963791-rnKb,USPS,in_transit
1119,2714,3/14/2025 10:25,TRK-73912714-Smtt,USPS,delivered
1120,2716,1/22/2025 23:48,TRK-45562566-ixYp,USPS,in_transit
1121,2717,5/15/2024 3:19,TRK-43705921-bbTe,UPS,delivered
1122,2719,3/25/2025 7:38,TRK-74716276-bqDJ,USPS,delivered
1123,2720,1/12/2025 21:53,TRK-25606695-lLyB,USPS,delivered
1124,2721,10/2/2024 2:02,TRK-58128483-ZsyT,USPS,in_transit
1125,2722,2/22/2025 1:21,TRK-32793209-uCWG,USPS,delivered
1126,2724,3/10/2025 14:54,TRK-12310940-JBCA,DHL,in_transit
1127,2728,7/8/2024 9:15,TRK-07535325-FnTu,FedEx,in_transit
1128,2729,4/24/2025 1:50,TRK-53365312-HDUD,USPS,in_transit
1129,2731,2/28/2025 2:18,TRK-27488520-TYme,DHL,delivered
1130,2734,12/5/2024 4:04,TRK-54652339-naxg,FedEx,delivered
1131,2736,4/21/2025 11:07,TRK-27912616-dPOz,USPS,delivered
1132,2737,9/3/2024 4:36,TRK-24846683-KiHj,USPS,delivered
1133,2738,10/8/2024 19:06,TRK-73327016-grqp,FedEx,delivered
1134,2741,8/5/2024 2:39,TRK-00004485-YYCt,UPS,in_transit
1135,2743,2/11/2025 16:32,TRK-97814417-iQAN,DHL,delivered
1136,2744,5/8/2024 5:06,TRK-57614409-ddbk,DHL,in_transit
1137,2748,6/5/2024 6:02,TRK-53031356-gfOe,DHL,delivered
1138,2749,9/4/2024 6:34,TRK-50292273-qtMR,FedEx,delivered
1139,2751,4/7/2025 18:03,TRK-61991740-rYXG,UPS,in_transit
1140,2759,8/10/2024 10:19,TRK-98934015-jwGP,USPS,in_transit
1141,2760,7/20/2024 18:48,TRK-21429857-YJHb,USPS,delivered
1142,2761,8/25/2024 11:58,TRK-13018600-Yhcb,FedEx,in_transit
1143,2763,3/5/2025 0:07,TRK-45055339-sdAl,UPS,delivered
1144,2765,6/3/2024 20:52,TRK-49332845-iabT,DHL,delivered
1145,2767,5/1/2025 22:48,TRK-92710789-VLYU,UPS,in_transit
1146,2768,12/15/2024 1:49,TRK-32302732-MpQt,FedEx,delivered
1147,2769,8/26/2024 8:05,TRK-07282345-xgem,FedEx,in_transit
1148,2771,4/29/2025 7:01,TRK-01064897-kdyc,DHL,delivered
1149,2778,12/4/2024 1:49,TRK-13226531-XJwx,UPS,in_transit
1150,2782,5/26/2024 16:45,TRK-53789047-uOtt,UPS,in_transit
1151,2784,6/21/2024 15:58,TRK-73072891-Kqgs,FedEx,delivered
1152,2786,10/22/2024 15:58,TRK-91088232-zGgF,USPS,in_transit
1153,2787,8/6/2024 13:10,TRK-85690005-kFqj,DHL,delivered
1154,2788,5/21/2024 20:09,TRK-10951923-tqGP,UPS,delivered
1155,2791,2/4/2025 7:20,TRK-13984023-Gwhe,UPS,delivered
1156,2793,10/29/2024 15:22,TRK-60626071-iNaf,DHL,delivered
1157,2795,10/21/2024 4:34,TRK-65353984-HQpo,DHL,delivered
1158,2798,8/26/2024 11:11,TRK-98769029-BMaZ,DHL,delivered
1159,2803,3/22/2025 20:03,TRK-45345557-Kdhi,DHL,delivered
1160,2805,3/22/2025 4:53,TRK-41417315-cBne,UPS,in_transit
1161,2806,4/28/2025 7:27,TRK-36674498-tKOq,USPS,in_transit
1162,2807,12/17/2024 15:55,TRK-94814653-ZTuX,DHL,delivered
1163,2809,6/24/2024 18:30,TRK-42068796-FIWr,DHL,delivered
1164,2810,1/21/2025 4:34,TRK-05493038-xAoB,DHL,delivered
1165,2818,3/16/2025 0:44,TRK-91918953-bbnC,DHL,in_transit
1166,2819,12/5/2024 13:37,TRK-42895840-VwWp,FedEx,delivered
1167,2820,9/26/2024 5:26,TRK-39975239-fLRa,FedEx,in_transit
1168,2822,3/15/2025 12:49,TRK-92851053-Mzgz,DHL,in_transit
1169,2827,12/7/2024 11:02,TRK-37661036-disX,USPS,delivered
1170,2829,6/25/2024 18:34,TRK-39091604-uOTM,DHL,in_transit
1171,2832,2/6/2025 7:54,TRK-86865215-Vdrx,FedEx,delivered
1172,2834,4/21/2025 6:16,TRK-89424494-NwiH,UPS,delivered
1173,2835,3/11/2025 21:23,TRK-64829814-TZVX,UPS,delivered
1174,2841,12/8/2024 15:23,TRK-71167375-pUtZ,UPS,delivered
1175,2842,7/8/2024 16:14,TRK-24385805-NNpu,DHL,in_transit
1176,2843,8/16/2024 22:38,TRK-76330721-LlOm,FedEx,in_transit
1177,2844,9/24/2024 10:48,TRK-72435381-EpIH,FedEx,in_transit
1178,2846,12/29/2024 14:18,TRK-45813451-xyiU,FedEx,in_transit
1179,2850,6/28/2024 8:00,TRK-84208694-xZnk,FedEx,delivered
1180,2854,8/24/2024 9:56,TRK-55411573-SlHN,USPS,in_transit
1181,2856,1/24/2025 18:00,TRK-97915061-xaYw,FedEx,delivered
1182,2857,7/20/2024 14:33,TRK-85377066-tffA,UPS,in_transit
1183,2860,5/3/2025 1:51,TRK-66171761-jGwa,USPS,delivered
1184,2861,6/1/2024 12:26,TRK-55778584-HaSS,FedEx,delivered
1185,2864,11/13/2024 1:59,TRK-33431049-IDWs,UPS,in_transit
1186,2869,9/2/2024 15:22,TRK-35637058-lovJ,DHL,delivered
1187,2870,4/10/2025 12:31,TRK-47192391-docg,DHL,in_transit
1188,2871,4/4/2025 13:25,TRK-60722449-iTeP,USPS,in_transit
1189,2872,4/4/2025 0:42,TRK-12703162-KzWy,UPS,delivered
1190,2873,6/18/2024 8:12,TRK-44382759-oRIH,UPS,in_transit
1191,2875,7/1/2024 17:34,TRK-07599280-aSoH,FedEx,delivered
1192,2876,2/12/2025 9:11,TRK-52933645-qaiS,DHL,in_transit
1193,2877,11/21/2024 8:31,TRK-65789469-bjPR,USPS,in_transit
1194,2880,1/18/2025 22:02,TRK-96481041-vmlo,UPS,delivered
1195,2882,4/22/2025 16:38,TRK-35079230-EIMP,DHL,delivered
1196,2885,9/21/2024 5:20,TRK-17993507-SSGb,USPS,delivered
1197,2887,3/10/2025 1:36,TRK-15709565-RXXl,DHL,delivered
1198,2890,2/9/2025 6:53,TRK-34730035-tEjz,USPS,delivered
1199,2893,11/9/2024 23:46,TRK-94061329-HBzJ,FedEx,in_transit
1200,2894,4/30/2025 10:30,TRK-03071848-Rwzm,USPS,in_transit
1201,2897,4/22/2025 11:04,TRK-32698442-Pqxg,DHL,in_transit
1202,2900,7/13/2024 21:58,TRK-73489104-JnGF,FedEx,in_transit
1203,2901,10/6/2024 10:44,TRK-79889968-ohBu,USPS,delivered
1204,2903,11/8/2024 0:16,TRK-56878975-XGvc,FedEx,in_transit
1205,2905,2/16/2025 18:54,TRK-28498544-gXzX,FedEx,delivered
1206,2906,7/8/2024 15:14,TRK-61813613-Opte,UPS,in_transit
1207,2909,6/1/2024 5:02,TRK-58821791-ELpp,USPS,delivered
1208,2912,3/29/2025 23:33,TRK-62313396-WbPt,FedEx,in_transit
1209,2913,6/27/2024 1:43,TRK-77938346-yinp,UPS,in_transit
1210,2914,7/14/2024 3:35,TRK-04736892-xhUM,UPS,in_transit
1211,2915,9/10/2024 6:53,TRK-34866779-tOvp,FedEx,in_transit
1212,2916,9/15/2024 19:19,TRK-96189292-vACY,UPS,delivered
1213,2920,11/21/2024 4:11,TRK-56974531-ttvw,DHL,delivered
1214,2923,10/11/2024 3:17,TRK-00989464-tVWr,USPS,delivered
1215,2930,6/17/2024 1:40,TRK-79853262-uyfW,DHL,delivered
1216,2933,5/8/2024 8:27,TRK-08547746-uBEB,FedEx,delivered
1217,2939,6/10/2024 13:04,TRK-11931349-pfZh,UPS,in_transit
1218,2941,10/31/2024 9:21,TRK-90360577-HdGP,USPS,in_transit
1219,2943,5/5/2025 17:02,TRK-54635226-nIMG,USPS,delivered
1220,2946,8/1/2024 15:41,TRK-40272335-eGlK,UPS,in_transit
1221,2947,4/1/2025 2:05,TRK-65605824-FebZ,UPS,delivered
1222,2950,1/8/2025 7:49,TRK-83192980-Phhl,USPS,in_transit
1223,2952,6/7/2024 5:59,TRK-46673632-vwms,DHL,in_transit
1224,2953,4/26/2025 4:48,TRK-00027767-yrMn,UPS,delivered
1225,2956,4/20/2025 14:44,TRK-62965983-jLat,FedEx,in_transit
1226,2958,6/24/2024 13:00,TRK-99931119-OZRn,DHL,in_transit
1227,2959,3/7/2025 1:19,TRK-75948387-EjKN,DHL,delivered
1228,2963,3/12/2025 9:44,TRK-49515495-vlNy,FedEx,in_transit
1229,2966,12/15/2024 5:56,TRK-38088995-CVie,USPS,in_transit
1230,2971,1/9/2025 18:09,TRK-77859931-OGGB,FedEx,in_transit
1231,2974,3/16/2025 17:57,TRK-49766816-XZhK,USPS,in_transit
1232,2976,8/18/2024 14:37,TRK-29921581-yQYT,DHL,delivered
1233,2979,4/4/2025 11:40,TRK-90629164-puoR,DHL,delivered
1234,2981,8/15/2024 1:13,TRK-63481547-BdEe,USPS,in_transit
1235,2986,11/2/2024 1:25,TRK-73432464-tyUh,UPS,delivered
1236,2988,11/2/2024 4:15,TRK-17416916-CeZV,USPS,in_transit
1237,2990,4/17/2025 14:57,TRK-35497655-VDCp,FedEx,delivered
1238,2992,5/20/2024 22:54,TRK-06417241-ljDz,FedEx,delivered
1239,2999,3/22/2025 9:48,TRK-69217053-lrpA,USPS,delivered
1240,3001,10/25/2024 12:39,TRK-40350369-dflF,FedEx,delivered
1241,3005,5/8/2024 18:45,TRK-30177597-UJdQ,UPS,delivered
